classe,num_processo,reu_preso_recorreu,seq_jurisdicionado,mp,pena_fixada_decisao_recorrida_anos,pena_fixada_decisao_recorrida_meses,sucesso_recurso,obs
AREsp,787092,0,517,false,2,2,0,Substituição da pena privativa de liberd
AREsp,624609,0,1525,false,5,1,0,
AREsp,743897,,641,true,0,0,0,
REsp,1492557,1,1392,false,0,0,0,Extinção da punibilidade
REsp,1488690,,1425,false,0,0,0,Réu absolvido em procedimento ordinário
AREsp,503101,0,2482,false,10,0,0,
AREsp,654322,0,883,false,0,1,0,
AREsp,527124,0,62,false,5,4,0,
AREsp,699185,0,1447,false,0,0,0,Pena não informada
AREsp,460954,0,1597,false,2,0,0,
AREsp,642604,,2602,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,814092,0,1600,false,0,0,0,Réu absolvido no recurso
AREsp,628577,0,115,false,5,1,0,
AREsp,552214,1,523,false,5,0,0,
AREsp,534253,1,546,false,7,2,0,
REsp,1497160,0,1093,false,1,0,0,Substituição da pena privativa de liberd
AREsp,742764,0,2188,false,0,4,0,Substituição da pena privativa de liberd
AREsp,557924,0,614,false,1,4,0,Substituição da pena privativa de liberd
REsp,1537889,,722,false,0,0,0,Agravo de execução
AREsp,685951,0,764,false,0,4,0,Substituição da pena privativa de liberd
REsp,1530178,0,1642,false,5,0,0,
AREsp,755002,,591,false,0,0,0,Inexistência de julgamento pelo tribunal
ARE,694759,,1348,false,0,0,,Inexistência de julgamento pelo tribunal do júri
ARE,684714,0,2514,false,0,8,8,
ARE,705802,0,2236,false,0,3,1,Substituição da pena privativa de liberdade 
ARE,704100,0,2460,false,0,2,0,Substituição da pena privativa de liberdade 
ARE,656303,0,2277,false,0,7,0,Processo sob segredo de justiça
AI,834652,0,1202,false,0,0,0,Réu absolvido
AI,807305,0,1755,false,0,4,2,
ARE,706425,0,706,false,0,5,4,
RE,636392,0,794,false,0,1,0,Substituição da pena privativa de liberdade 
AI,854921,0,1989,false,0,2,4,
AI,845498,,2376,false,0,0,,Agravo de execução
RE,640135,,1806,false,0,0,,Medida de segurança 
ARE,700634,0,549,false,0,0,0,Prescrição (extinção da punibilidade)
RE,626514,,1341,false,0,0,,Agravo de execução
AREsp,582986,1,1437,false,0,0,,sem acesso ao voto para verificar a pena
AREsp,782983,0,268,false,4,0,,Regime Fechado
AREsp,712336,0,744,false,5,10,,Regime Fechado
AREsp,719005,0,2085,false,6,0,,Regime Fechado
REsp,1446480,0,538,false,2,0,,
AREsp,711316,0,727,false,5,3,,Regime Fechado
AREsp,541545,0,1013,false,12,0,,
REsp,1486076,0,246,false,3,6,,Regime Fechado
REsp,1450551,0,1338,false,4,0,,
REsp,1563256,0,756,false,1,3,,
AREsp,684634,0,1768,false,0,0,,recurso em sentido estrito - tribunal do júri
REsp,1561868,0,2569,false,1,4,,
AREsp,497376,0,2556,false,1,9,,
AREsp,618525,1,944,false,3,6,,Regime Fechado
AREsp,580971,,1828,false,0,0,,agravo em execução de suspeição criminal
AREsp,634447,1,1237,false,4,2,,Regime Fechado
AREsp,754358,,807,false,0,0,,apelação cível - rescisão contratual
AREsp,822370,,1113,false,0,0,,habeas Corpus
AREsp,757194,0,1076,false,1,4,,
AREsp,627163,0,1517,false,0,0,,observação: réu absolvido por afastamento de culpabilidade. Desde a 1 instancia. Não há pena.
AREsp,527344,0,856,false,1,0,,
AREsp,675709,0,1401,false,1,0,,
AREsp,680323,0,2683,false,0,6,,
AREsp,703143,,2306,false,0,0,,
AREsp,703143,,2631,true,0,0,,
AREsp,703143,,2306,false,0,0,,
AREsp,703143,,2631,true,0,0,,
AREsp,703143,,2306,false,0,0,,
AREsp,703143,,2631,true,0,0,,
AREsp,703143,,2423,false,0,0,,
AREsp,703143,,428,false,0,0,,
AREsp,710728,0,281,false,2,0,,
AREsp,679274,0,323,false,10,0,,
AREsp,710728,,2045,false,0,0,,
REsp,1540330,0,1363,false,5,3,,Regime fechado
REsp,1544001,0,1683,false,5,4,,Regime Fechado
REsp,1494748,1,2455,false,5,8,,
REsp,1544052,,2455,false,0,0,,Agravo de Execução Penal
REsp,1458247,,1928,false,0,0,,Agravo de Execução Penal
AREsp,512477,0,437,false,1,0,,
AREsp,567853,,2032,false,0,0,,processo não encontrado
AREsp,697423,,2203,false,0,0,,segredo de justiça
AREsp,549182,,973,false,0,0,,recurso em sentido estrito - rejeição de denúncia
AREsp,580591,0,96,false,6,3,,
REsp,1525948,0,2595,false,5,11,,
AREsp,613134,0,276,false,28,6,,
AREsp,603118,,434,false,0,0,,
AREsp,603118,,2631,true,0,0,,
AREsp,603118,,585,false,0,0,,
REsp,1566199,0,2075,false,13,0,,não é possível ver inteiro teor
AREsp,708620,0,2445,false,4,8,,Regime Fechado
REsp,1481028,,428,false,0,0,,processo não encontrado
AREsp,546485,,784,false,0,0,,
AREsp,546485,,551,false,0,0,,
AREsp,588080,0,2132,true,8,6,,
AREsp,536910,0,474,false,5,10,,
AREsp,682335,0,1732,false,5,0,,
AREsp,483116,0,1930,false,12,0,,
REsp,1520353,0,390,false,0,0,,
AREsp,746962,0,1859,false,7,9,,Regime Fechado
AREsp,540182,0,1031,false,16,0,,
REsp,1429471,0,1099,false,0,0,,
AREsp,505898,,1859,false,0,0,,Recurso em sentido estrito - pronúncia
AREsp,506790,,1859,false,0,0,,Agravo em Execução penal
AREsp,519653,,428,false,0,0,,
AREsp,519653,,2581,false,0,0,,
AREsp,519653,,428,false,0,0,,
AREsp,519653,,2581,false,0,0,,
AREsp,482149,,178,false,0,0,,
AREsp,493791,0,2558,false,5,0,,
AREsp,763414,,1132,false,0,0,,
AREsp,512290,,87,false,0,0,,
AREsp,512290,,2631,true,0,0,,
AREsp,512290,,2314,false,0,0,,
REsp,1489562,0,265,false,2,0,,
AREsp,785765,0,1967,false,7,0,,
AREsp,785765,0,1056,false,8,2,,
AREsp,785765,0,641,true,3,6,,
REsp,1489830,0,1070,false,1,0,,
AREsp,749616,0,1138,false,0,0,,
AREsp,600128,0,1836,false,15,0,,
AREsp,475669,1,2719,false,6,9,,Regime Fechado
REsp,1463625,,1467,false,0,0,,apelação cível
AREsp,785837,0,89,false,14,0,,
AREsp,742741,,493,false,0,0,,segredo de justiça
REsp,1524481,,486,false,0,0,,agravo em execução penal
ARE,683780,,1264,true,0,0,,HC e execução penal
AI,837150,,2165,false,0,0,,
ARE,723294,,1362,false,0,0,,processo não encontrado
ARE,696337,0,816,false,3,0,,
ARE,710412,0,1551,true,0,0,,Prescrição - extinção da punibilidade
RE,717682,0,1264,true,0,0,,Habeas Corpus - relaxamento de prisão
ARE,723445,0,2091,false,3,6,,
AI,851321,0,1187,false,2,0,,
AREsp,682099,,255,false,0,0,,segredo de justiça
AREsp,734458,0,141,false,5,6,,
REsp,1567438,1,805,false,4,0,,
REsp,1567438,1,922,false,6,0,,
AREsp,718473,1,2176,false,12,6,,
AREsp,589631,0,1649,false,2,0,,penas restritivas de direitos
AREsp,735032,,1865,false,0,0,,processo não está em tramitação
AREsp,784279,0,1421,false,3,0,,penas restritivas de direitos
AREsp,784279,0,1421,false,3,0,,penas restritivas de direitos
AREsp,692160,,83,false,0,0,,processo não está em tramitação
AREsp,716421,0,1859,false,6,0,,regime semiaberto
REsp,1450630,0,1802,false,3,0,,penas restritivas de direitos
AREsp,822705,1,2596,false,12,4,,
AREsp,648158,0,1859,false,1,1,,penas restritivas de direitos
AREsp,507473,0,1859,false,0,0,,apelação do MP contra impronúncia
REsp,1567332,0,1859,false,9,6,,
REsp,1521644,0,1859,false,0,1,,penas restritivas de direitos
REsp,1530913,,2677,false,0,0,,agravo de execução
AREsp,734218,,1453,false,0,0,,agravo de execução
AREsp,787894,,2631,true,0,0,,
AREsp,651005,,2067,false,0,0,,
AREsp,556946,,2642,false,0,0,,
AREsp,556946,,2126,false,0,0,,
AREsp,556946,,2642,false,0,0,,
REsp,1452589,0,428,false,1,0,,penas restritivas de direitos
REsp,1470597,0,428,false,1,3,,
AREsp,578827,,2339,false,0,0,,fora da competência do tribunal
AREsp,754721,,2477,false,0,0,,processo não encontrado
REsp,1519513,1,1358,false,7,0,,
REsp,1475222,0,99,false,1,4,,penas restritivas de direitos
REsp,1448515,,2455,false,0,0,,agravo de execução
AREsp,685608,0,2455,false,7,3,,
REsp,1483739,0,2464,false,6,8,,
REsp,1474771,0,522,false,4,8,,"Réu condenado a regime fechado, sem indicação de que estava preso."
AREsp,741020,0,2056,false,0,0,,Réus absolvidos na segunda instância
AREsp,503200,0,1043,false,3,1,,
REsp,1441406,0,12,false,0,0,,Julgamento de juri - absolvição
REsp,1475684,0,1076,false,0,0,,"Réu absolvido, MP recorrendo"
AREsp,561300,0,1319,true,0,0,,Recurso do MP contra desprovimento da denúncia
REsp,1530843,0,680,false,0,0,,Recurso do MP contra absolvição
REsp,1493990,,1076,false,0,0,,Agravo de execução
REsp,1458502,0,1076,false,5,5,,
REsp,547202,0,811,false,1,0,,
AREsp,735047,0,167,false,9,4,,
REsp,499392,0,1150,false,6,5,,expedido mandado de prisão para regime semi-aberto
AREsp,492226,0,152,true,7,6,,
REsp,483009,1,428,false,8,2,,
AREsp,786747,1,338,false,6,5,,regime inicial fechado
AREsp,684845,1,338,false,12,0,,regime inicial fechado
AREsp,540829,1,338,false,2,4,,regime inicial fechado
AREsp,540178,0,51,false,1,0,,
AREsp,1551111,0,2299,false,15,8,,regime inicial fechado
REsp,571423,0,2052,false,3,6,,
REsp,1440318,0,828,false,2,4,,
REsp,601245,0,2659,false,4,0,,regime semiaberto
AREsp,551969,0,2286,false,3,0,,regime semiaberto
REsp,614250,0,2557,false,2,0,,
AREsp,1502311,0,25,false,3,0,,
AREsp,729860,0,1214,false,7,1,,regime inicial semiaberto
AREsp,729860,1,64,false,8,3,,regime inicial fechado
AREsp,675739,0,152,true,1,8,,regime inicial fechado
AREsp,1452818,,1674,false,0,0,,processo não encontrado
ARE,695910,0,2013,true,2,4,,
ARE,663629,,568,false,0,0,,processo não encontrado
ARE,726791,0,1696,false,2,11,,
AI,825062,0,391,true,3,6,,
AI,853613,0,2606,false,0,0,,
ARE,666951,0,244,false,3,0,,penas restritivas de direitos
ARE,661571,0,1265,false,2,4,,
ARE,692321,1,1853,false,2,11,,Regime inicialmente fechado
ARE,684091,0,1450,false,1,0,,
REsp,1489231,0,1138,false,1,5,,
AREsp,573706,0,1138,false,1,0,,
REsp,1475960,1,1767,false,8,8,,
AREsp,510428,0,2531,false,3,4,,
REsp,1534879,0,2058,false,6,10,,
AREsp,587898,0,1909,false,2,0,,
REsp,1534295,,1138,false,0,0,,Agravo em execução
AREsp,798226,1,1239,false,6,2,,
AREsp,718279,,1172,false,0,0,,Processo não encontrado
AREsp,492929,,580,false,0,0,,Processo não encontrado
AREsp,680719,0,1859,false,5,4,,
REsp,1558560,0,1859,false,0,0,,Punibilidade extinta
REsp,1493316,0,1859,false,2,8,,Sem data
AREsp,542798,0,1544,false,12,6,,
REsp,1459580,0,311,false,7,5,,Regime fechado
AREsp,729525,1,257,false,10,2,,
AREsp,782734,,1859,false,0,0,,Determina prosseguimento da ação penal
AREsp,766458,,1223,false,0,0,,Agravo em execução
REsp,1498828,,197,false,0,0,,Recurso em sentido estrito - pronuncia
AREsp,727169,1,755,false,6,5,,
AREsp,488263,1,1618,false,5,4,,Processo não encontrado - info STJ
REsp,1433372,0,338,false,3,6,,
AREsp,727284,0,152,true,1,0,,
AREsp,642745,1,674,false,5,10,,
AREsp,622551,0,1743,false,1,0,,
AREsp,794476,0,2692,false,1,0,,
AREsp,577077,0,338,false,0,0,,Pena Multa
REsp,1561662,0,338,false,1,9,,Regime Fechado
AREsp,614968,0,2502,false,2,8,,
AREsp,724269,0,255,false,0,0,,Sentença anulada
AREsp,792081,0,723,false,0,0,,Pena Multa
REsp,1564369,0,1808,false,0,0,,20 dias
AREsp,759186,1,2059,false,20,2,,
AREsp,593944,0,2275,false,0,0,,
AREsp,585609,0,2455,false,6,2,,
AREsp,689064,1,2455,false,15,6,,
REsp,1541177,0,2015,false,0,9,,
AREsp,746620,0,1571,false,5,10,,Regime fechado
REsp,1536728,0,1076,false,0,0,,Determin prosseguimento da ação
REsp,1533385,,302,false,0,0,,Agravo em execução
AREsp,587832,0,1076,false,1,15,,
REsp,1519828,,21,false,0,0,,Agravo em execução
AREsp,756787,0,1399,false,0,3,,
AREsp,581123,0,428,false,7,4,,
REsp,1465927,0,2356,false,5,3,,
REsp,1475557,,938,false,0,0,,Recurso em sentido estrito. Denúncia.
AREsp,819600,0,107,false,2,0,,
REsp,1503901,1,1050,false,4,6,,
AREsp,782020,,91,false,0,0,,Segredo de Justiça
AREsp,560741,0,428,false,4,0,,
REsp,1509078,0,428,false,1,2,,
ARE,666808,0,243,false,0,3,,
RE,664123,0,2635,false,1,9,,
ARE,637980,1,2018,false,0,0,,
ARE,637980,0,360,false,0,0,,
AI,789657,,126,false,0,0,,Decisão sem info
AI,852123,0,993,false,2,0,,
AI,853993,1,2669,false,3,4,,
ARE,690386,,391,true,0,0,,Agravo em execução
AI,808666,0,1186,false,5,6,,
ARE,687146,1,336,false,19,0,,
ARE,695298,0,1511,false,2,4,,
RE,644239,0,2089,false,2,3,,
AREsp,557889,,616,false,0,0,,Matéria Civil
AREsp,703135,1,210,false,5,3,,Preso em flagrante. Não há informação se a prisão foi revogada ou não
AREsp,603207,,312,false,0,0,,Agravo de Execução
AREsp,725094,0,1882,false,1,3,,Regime Semiaberto
AREsp,593289,0,2644,false,0,11,,Regime Aberto
REsp,1529944,0,990,false,8,0,,Regime Semiaberto
REsp,1455807,0,2420,false,1,3,,Substituiu por restritiva de direitos
AREsp,599909,1,2452,false,2,3,,"Regime Semiaberto, mas a prisão preventiva fi mantida"
REsp,1446493,,1830,false,0,0,,Não faz menção a pena nem a situação carcerária
AREsp,755685,,932,false,0,0,,Não diz a pena nem a situação carcerária
AREsp,638936,,644,false,0,0,,Não há processo
AREsp,565538,1,1213,false,7,8,,"Regime Semiaberto. Foi preso em flagrante, permaneceu preso durante todo o processo, juiz não acolheu o pedido de recorrer em liberdade."
AREsp,762769,0,586,false,5,4,,Regime Semiaberto
AREsp,472902,0,693,false,9,2,,Regime Fechado
AREsp,568247,0,1871,false,2,0,,Substituição por restritiva de direitos
AREsp,734222,0,234,false,1,3,,Regime Semiaberto
AREsp,490349,0,2316,false,0,0,,Não diz a pena nem a situação carcerária
REsp,1442156,0,1291,false,6,8,,Regime Semiaberto
AREsp,604420,0,2022,false,1,6,,"Regime Fechado, foi preso em flagrante"
REsp,1497834,0,621,false,5,0,,"Fechado, foi preso em flagrante. Não diz a situação carcerária"
AREsp,484849,1,1787,false,7,2,,
AREsp,673170,,449,false,0,0,,Outro processo
AREsp,566944,0,420,false,3,0,,Semiaberto
REsp,1458797,0,1918,false,0,0,,Redimensionamento da pena para o pagamento de 10 (dez) diasmulta
AREsp,498438,0,424,false,3,6,,"Semiaberto. Confusão quanto a qual dos réus foi preso, mas parece que Thiago não fora."
REsp,1535377,0,843,false,2,9,,Fechado.
AREsp,754620,1,2588,false,2,6,,Fechado. Foi preso em flagrante e foi expedido mandado de prisão
AREsp,618365,,1004,false,0,0,,Não diz a pena nem a situação carcerária
AREsp,790586,,1074,false,0,0,,Agravo em Execução
AREsp,518615,0,1518,false,7,5,,Expediu Mandado de Prisão (após trânsito em julgado)
REsp,1531069,0,2682,false,3,6,,Semiaberto. Foi preso em flagrante
AREsp,745049,0,634,false,8,2,,Não diz a situação carcerária
AREsp,726356,0,2227,false,1,1,,Substituição da pena
AREsp,756769,0,1647,false,0,0,,"Não há link para acórdão, mas é possível deduzir pelas movimentações"
AREsp,463154,,1847,false,0,0,,"Achei o processo procurando pelo nome, mas não há link para o acórdão"
AREsp,568716,,1131,false,0,0,,Não há acórdão
AREsp,753153,0,322,false,24,0,,É uma revisão criminal
REsp,1486755,0,2411,false,3,2,,Regime Aberto
AREsp,673243,,2145,false,0,0,,Não faz mensão à pena nem à situação carcerária
REsp,1429749,1,2064,false,5,0,,
REsp,1533565,0,435,false,0,0,,ALVARÁ DE SOLTURA SEM DIZER A PENA
REsp,1540313,0,2204,false,0,0,,Absolvido
AREsp,808477,0,1259,false,1,3,,ABERTO
REsp,1559853,0,43,false,0,0,,
REsp,1544442,,1684,false,0,0,,Agravo em Execução
REsp,1439339,0,1207,false,2,8,,Regime Aberto
REsp,1477892,,1962,false,0,0,,Agravo de Execução
AREsp,664958,,827,false,0,0,,Não diz a pena nem a situação carcerária
AREsp,519658,,2631,true,0,0,,
AREsp,519658,,428,false,0,0,,
AREsp,519658,,452,false,0,0,,
AREsp,621058,,428,false,0,0,,
AREsp,629397,,1955,false,0,0,,
AREsp,629397,,2631,true,0,0,,
AREsp,629397,,1955,false,0,0,,
AREsp,629397,,2631,true,0,0,,
AREsp,629397,,1619,false,0,0,,
AREsp,739563,,1120,false,0,0,,
AREsp,739563,,2631,true,0,0,,
AREsp,615965,,428,false,0,0,,
REsp,1520016,1,1716,false,6,5,,"""verifica-se que o réu respondeu ao processo preso e permanecem presentes os requisitos que ensejaram a custódia cautelar, por outro lado não há direito de responder ao processo em liberdade"""
REsp,1570987,,2206,false,0,0,,Processo sigiloso
AREsp,628725,0,49,false,3,0,,Regime Aberto
AREsp,642510,,2670,false,0,0,,Processo sigiloso
REsp,1479462,0,2612,false,3,3,,Substituição da pena
AREsp,647536,,1895,false,0,0,,Processo sigiloso
REsp,1541894,,133,false,0,0,,Não há processo
AREsp,723774,0,897,false,0,0,,Processo extinto em primeira instância sem resolução de mérito. MP apelou e venceu na 2ª instância. A ação penal prosseguirá em 1ª instância.
AREsp,609772,0,467,false,0,0,,Absolvido
REsp,1431827,1,2183,false,5,1,,O réu estava preso no momento da decisão. A decisão declarou regime semiaberto
AI,818235,0,235,false,0,0,,"Não há mensão à pena , nem a situação carcerária"
AI,818235,0,150,false,0,0,,"Não há mensão à pena , nem a situação carcerária"
AI,818235,0,2142,false,5,3,,Não há mensão a situação carcerária
RE,693402,,940,false,0,0,,Não há link da decisão
ARE,707930,0,483,false,4,4,,Regime fechado. Não diz a situação carcerária
AI,853032,,1057,false,0,0,,
AI,853032,,1280,false,0,0,,
ARE,705376,,2134,false,0,0,,
ARE,716177,0,1646,false,3,4,,ABERTO
ARE,716177,0,818,false,3,4,,ABERTO
AI,803161,0,242,false,0,0,,Concessão de HC. Soltura
ARE,684148,0,403,false,15,0,,Tribunal do juri. Não diz a situação carcerária
ARE,667116,0,2369,false,0,5,,Crime de deserção
RE,632473,,1258,false,0,0,,
AI,821960,,2039,false,0,0,,
ARE,707728,,2674,false,0,0,,Mátéria Civil
AREsp,703143,0,2423,false,0,2,0,'2887533'
AREsp,482149,,178,false,0,0,,'3540298'
AREsp,758151,0,297,false,2,0,,
AREsp,719190,0,681,false,0,0,0,Guilherme – STJ
REsp,1465196,0,8,false,0,0,,
REsp,1530178,1,1423,false,10,0,,
REsp,1508722,,1071,false,0,0,,Agravo de execução de pena
AREsp,557924,,428,false,0,0,0,Guilherme – STJ
REsp,1493928,0,526,false,4,2,,
AREsp,673963,0,2215,false,4,0,0,Guilherme – STJ
ARE,642935,,1944,false,0,0,,processo não encontrado
AI,843228,0,1365,false,5,0,,regime fechado
RE,630495,,454,false,0,0,,recurso em sentido estrito - denúncia
ARE,660529,0,2179,false,10,0,,Mesmo processo anterior número do STF 681182 apelante - RICARDO APARECIDO DE CARVALHO 
