classe,num_processo,reu_preso_recorreu,seq_jurisdicionado,mp,pena_fixada_decisao_recorrida_anos,pena_fixada_decisao_recorrida_meses,sucesso_recurso,obs
AREsp,732066,0,544,false,0,0,,Absolvidos
AREsp,734426,0,1394,false,5,10,,
REsp,1484420,0,338,false,2,0,,
REsp,1560399,0,69,false,0,0,,Absolvidos
AREsp,460519,1,262,false,0,0,,Segredo de Justiça
AREsp,637911,0,1576,false,4,8,,
AREsp,624661,,1560,false,0,0,,Agravo em execução
REsp,1543710,,436,false,0,0,,Execução penal
AREsp,517376,0,338,false,9,4,,
REsp,1546587,0,152,true,2,6,,
REsp,1542500,0,873,false,5,3,,
REsp,1499181,1,369,false,2,6,,Acórdão não disponível.
AREsp,737273,,369,false,0,0,,Agravo em execução
AREsp,752505,,369,false,0,0,,Acórdão não disponível.
AREsp,525494,0,1,false,1,6,,
AREsp,682590,0,460,false,7,6,,Regime Fechado
AREsp,493557,0,130,false,0,0,,Recurso em sentido estrito. Pronúncia.
AREsp,459423,0,926,false,3,0,,
AREsp,684996,,2095,false,0,0,,Recurso em sentido estrito.
REsp,1530874,0,419,false,3,1,,
AREsp,678040,1,1628,false,3,6,,
AREsp,671642,0,2455,false,5,0,,
AREsp,746620,0,1672,false,5,10,,Regime fechado
AREsp,746620,0,2440,false,5,10,,Regime fechado
AREsp,746620,0,1702,false,5,10,,Regime fechado
AREsp,730347,0,1076,false,0,0,,Absolvido
AREsp,691172,0,977,false,0,1,,
AREsp,535082,0,1076,false,0,0,,Pena de multa
REsp,1465079,0,2008,false,0,0,,Absolvido
AREsp,567580,0,814,false,2,8,,
AREsp,810134,,1803,false,0,0,,Acórdão não disponível.
AREsp,687433,,1216,false,0,0,,Acórdão não disponível. Recurso em sentido estrito.
AREsp,506589,,428,false,0,0,,
AREsp,747119,,997,false,0,0,,
REsp,1465927,0,2082,false,5,3,,
AREsp,513957,,2715,false,0,0,,Recurso em sentido estrito.
AREsp,550261,1,2618,false,4,10,,
AREsp,819412,0,2381,false,2,4,,
AREsp,466008,1,428,false,7,0,,Regime Fechado
AREsp,577270,0,2016,false,2,4,,
ARE,675877,,2334,false,0,0,,
ARE,642630,,2089,false,0,0,,
RE,642479,,1349,false,0,0,,Não encontrada
AI,832106,,1879,false,0,0,,Processo não esta em tramitação
ARE,639927,,446,false,0,0,,Sem decisão
ARE,728356,,618,false,0,0,,Sem decisão
RE,666279,,305,false,0,0,,Novo juri / processo faltando 0 no início
RE,644239,0,1264,true,5,3,,
REsp,1465181,0,1367,false,2,6,,Substituiu por restritiva de direitos
AREsp,738636,,1539,false,0,0,,Link Indisponível
AREsp,616826,1,1275,false,6,7,,"Tráfico dentro do sistema prisional. ""Ao sentenciado foi negado o direito de recorrer em liberdade"""
AREsp,679307,0,1920,false,2,8,,Regime Aberto
AREsp,459848,0,1357,false,2,7,,Regime Semiaberto
REsp,1455807,0,294,false,3,1,,Substituiu por restritiva de direitos
AREsp,654869,0,1690,false,0,8,,Regime Aberto
AREsp,794523,,2061,false,0,0,,Não diz a pena nem a situação carcerária
AREsp,755646,0,1475,false,0,0,,Foi absolvido em 1ª instância. O TJ reverteu e deu ordem para prosseguimento regular do feito
REsp,1465260,,2462,false,0,0,,Recurso em Sentido Estrito contra decisão que pronunciou o réu a Tribunal do Juri
REsp,1520233,0,2351,false,0,0,,Absolvido. Exepdido Alvará de Soltura
AREsp,525356,?,200,false,6,0,,"""Dou parcial provimento ao primeiro, para excluir a determinação de prisão imediata ao trânsito em julgado"""
AREsp,483072,0,2192,false,1,0,,Regime Semiaberto
AREsp,785900,0,877,false,3,0,,Regime Aberto
REsp,1566900,0,2637,false,1,0,,Prescrição
AREsp,627902,0,2544,false,5,0,,Semiaberto
AREsp,780517,0,826,false,8,4,,"Regime Fechado, foi preso em flagrante"
REsp,1546968,0,1410,false,0,0,,Absolvido
REsp,1484744,0,929,false,9,0,,
REsp,1452254,0,2712,false,7,4,,Fechado. Não dia a situação carcerária
REsp,1545131,0,1890,false,4,0,,
REsp,1539540,,402,false,0,0,,Decisão que reverteu outra que não recebeu denúncia. Início da AP
AREsp,631962,0,996,false,3,6,,Aberto
REsp,1495477,1,955,false,4,7,,Fechado
AREsp,593364,1,967,false,5,0,,Acordão não diz a situação carcerária
REsp,1442580,0,1750,false,0,1,,Substituição da pena
AREsp,734130,,2207,false,0,0,,Agravo em Execução
AREsp,643313,0,823,false,1,0,,Substituição da pena
REsp,1527924,,1742,false,0,0,,Segredo de justiça
REsp,1535377,0,14,false,2,9,,Fechado.
AREsp,580585,0,786,false,5,0,,Fechado. O próprio juiz diz não saber a situação carcerária
AREsp,618535,0,1869,false,1,0,,Substituição da pena
REsp,1451395,0,2704,false,5,0,,Fechado
AREsp,506279,0,1665,false,0,6,,Mandado de prisão após o trânsito em julgado
AREsp,468126,0,1677,false,5,4,,Preso em flagrante. Mandado de prisão após o trânsito em julgado
AREsp,696429,,306,false,0,0,,Segredo de justiça
AREsp,489670,0,746,false,2,6,,Regime Aberto
AREsp,699421,,1122,false,0,0,,Processo sigiloso
AREsp,710228,?,1238,false,5,10,,"""Comunique-se de imediato nos autos da Execução Penal"""
AREsp,651581,0,2397,false,6,0,,SEMIABERTO
AREsp,724249,0,10,false,13,6,,Tribunal do Juri
AREsp,737281,0,1439,false,0,0,,Não faz menção à pena nem a situação carcerária
AREsp,690043,0,1374,false,0,0,,"Não diz o quantum de pena, nem a situação carcerária"
REsp,1490139,,2455,false,0,0,,Agravo de Execução
REsp,1470280,,2432,false,0,0,,Agravo de Execução
AREsp,517182,,613,false,0,0,,Agravo de Execução
REsp,1538696,0,1971,false,0,8,,Substituição por restritiva de dirietos
AREsp,670177,1,1580,false,8,3,,Foi preso
REsp,1525313,,2545,false,0,0,,Agravo de Execução
AREsp,458626,,1872,false,0,0,,Não faz mensão à pena nem à situação carcerária
REsp,1523111,0,320,false,6,0,,SEMIABERTO
AREsp,536767,1,1096,false,4,6,,
REsp,1518978,0,1747,false,1,0,,Substituição para restritiva de direitos
AREsp,798351,0,2465,false,1,1,,Regime semiaberto
AREsp,494522,0,718,false,5,6,,Regime Fechado. Não diz a situação carcerária
REsp,1464799,,1393,false,0,0,,Agravo de Execução
AREsp,712357,,1829,false,0,0,,Agravo de Execução
AREsp,519658,,2279,false,0,0,,
AREsp,629397,,2649,false,0,0,,
AREsp,739563,,1120,false,0,0,,
AREsp,693300,0,296,false,9,0,,"Tráfico Internacional. Regime Fechado, foi preso em flagrante"
AREsp,549195,,2650,false,0,0,,Processo sigiloso
REsp,1525606,0,2554,false,2,0,,Substituição da pena
REsp,1544875,,142,false,0,0,,Não diz a pena nem a situação carcerária
AREsp,723774,0,1185,false,0,0,,Processo extinto em primeira instância sem resolução de mérito. MP apelou e venceu na 2ª instância. A ação penal prosseguirá em 1ª instância.
AREsp,637464,0,748,false,2,6,,Substituição da pena
ARE,655723,,1146,false,0,0,,"Não há processo. Há um com essa classificação, porém de MG e não do DF"
AI,853032,,1179,false,0,0,,
AI,853032,,163,false,0,0,,
AI,853032,,946,false,0,0,,
AI,853032,,346,false,0,0,,
AI,853032,,2483,false,0,0,,
ARE,705376,,189,false,0,0,,
RE,676658,0,366,false,0,0,,Absolvido
RE,676658,0,2033,false,0,0,,Absolvido
AI,852175,1,1514,false,8,0,,"Preso em flagrante, regime FECHADO"
AI,839624,,2121,false,0,0,,Não mensiona a pena nem se está preso
ARE,652195,0,1572,false,6,6,,FECHADO
ARE,680715,1,1257,false,5,0,,Foram presos
AI,834657,0,1180,false,0,0,,Concessão de HC de ofício
AI,821960,,2232,false,0,0,,
AREsp,603118,,1117,false,0,0,,'3014051'
AREsp,482149,,2066,false,0,0,,'3540298'
AREsp,512290,,629,false,0,0,,'3178624'
AREsp,605057,0,202,false,1,0,,
AREsp,500861,0,2593,false,2,0,,
REsp,1563252,0,2392,false,0,0,0,Guilherme – STJ
REsp,1493452,1,1020,false,6,0,0,Guilherme – STJ
AREsp,594141,,1483,false,0,0,0,Guilherme – STJ
REsp,1486316,0,2582,false,0,0,0,Guilherme – STJ
AREsp,644345,0,1784,false,2,7,,Regime Fechado
AREsp,773967,,46,false,0,0,,Segredo de justiça - não há arquivo de decisão. Não há como saber se está preso
AREsp,520150,,623,false,0,0,,segredo de justiça
AREsp,684652,0,1398,false,0,7,,
AREsp,743417,0,2536,false,1,8,,
AREsp,588326,0,2686,false,3,0,,
ARE,655511,,1822,false,0,0,,recurso em sentido estrito - não há verificação de pena
ARE,704875,,2373,false,0,0,,não é possível ver decisões
AI,853687,,1272,false,0,0,,
AI,824195,0,391,true,2,8,,
AREsp,523466,0,2367,false,6,4,0,
REsp,1453612,,530,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,539837,,2021,false,0,0,0,Julgamento adiado
AREsp,469675,,1342,false,0,0,0,Agravo de execução
REsp,1534668,0,2185,false,4,2,0,
AREsp,562221,0,2480,false,2,6,0,Substituição da pena privativa de liberd
AREsp,566789,0,1449,false,4,3,0,
REsp,1519363,0,1917,false,2,8,0,Substituição da pena privativa de liberd
AREsp,561727,0,1561,false,0,4,0,
AREsp,717339,0,1400,false,0,0,0,Réu absolvido no recurso
AREsp,643129,0,875,false,1,0,0,
AREsp,604337,0,55,false,2,4,0,Substituição da pena privativa de liberd
REsp,1533605,,1464,false,0,0,0,Agravo de execução
AREsp,699628,0,411,false,0,1,0,
AREsp,611072,,845,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,680851,0,632,false,4,2,0,Substituição da pena privativa de liberd
AREsp,513178,1,1270,false,7,3,0,
AREsp,772418,,909,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1451859,0,106,false,0,6,0,Substituição da pena privativa de liberd
AREsp,506097,0,1077,false,6,9,0,
AREsp,534292,0,1951,false,12,0,0,
AREsp,799218,0,730,false,12,6,0,
AREsp,525679,0,1250,false,8,2,0,
AREsp,529379,0,1519,false,12,6,0,
AREsp,711065,0,577,false,2,6,0,
REsp,1540130,,2418,false,0,0,0,Agravo de execução
AREsp,478142,1,45,false,10,1,0,
REsp,1509805,1,1834,false,5,3,0,
AREsp,725209,0,598,false,1,0,0,Substituição da pena privativa de liberd
AREsp,749517,0,1812,false,1,4,0,Substituição da pena privativa de liberd
AREsp,689950,1,2115,false,24,0,0,
AREsp,752954,0,248,false,2,6,0,
AREsp,785292,0,2489,false,1,8,0,
AREsp,736097,0,2680,false,2,0,0,Substituição da pena privativa de liberd
AREsp,541614,,835,false,0,0,0,
AREsp,483632,0,2208,false,3,0,0,
AREsp,822442,0,98,false,8,0,0,
AREsp,540926,0,704,false,4,6,0,
AREsp,718342,1,1126,false,5,6,0,
AREsp,565928,,1862,false,0,0,0,Discussão cível
REsp,1529107,,1604,false,0,0,0,Agravo de execução
AREsp,786082,,37,false,0,0,0,Agravo de execução
AREsp,786082,,962,false,0,0,0,Agravo de execução
AREsp,786082,,477,false,0,0,0,Agravo de execução
AREsp,786082,,1737,false,0,0,0,Agravo de execução
AREsp,786082,,249,false,0,0,0,Agravo de execução
AREsp,786082,,110,false,0,0,0,Agravo de execução
AREsp,786082,,2233,false,0,0,0,Agravo de execução
AREsp,786082,,2518,false,0,0,0,Agravo de execução
AREsp,786082,,121,false,0,0,0,Agravo de execução
AREsp,786082,,791,false,0,0,0,Agravo de execução
AREsp,786082,,2201,false,0,0,0,Agravo de execução
AREsp,786082,,240,false,0,0,0,Agravo de execução
AREsp,786082,,1092,false,0,0,0,Agravo de execução
AREsp,786082,,2326,false,0,0,0,Agravo de execução
AREsp,786082,,194,false,0,0,0,Agravo de execução
AREsp,786082,,1703,false,0,0,0,Agravo de execução
AREsp,786082,,2315,false,0,0,0,Agravo de execução
AREsp,786082,,1158,false,0,0,0,Agravo de execução
AREsp,786082,,1433,false,0,0,0,Agravo de execução
AREsp,786082,,1263,false,0,0,0,Agravo de execução
AREsp,786082,,916,false,0,0,0,Agravo de execução
AREsp,786082,,766,false,0,0,0,Agravo de execução
AREsp,786082,,1554,false,0,0,0,Agravo de execução
AREsp,786082,,206,false,0,0,0,Agravo de execução
REsp,1537234,0,24,false,0,1,0,16 dias de pena
REsp,1503724,0,2263,false,0,8,0,Processo sob segredo de justiça (condena
REsp,1464755,0,282,false,0,1,0,20 dias de pena + Concessão de sursis
AREsp,615189,0,2282,false,9,4,0,
AREsp,591526,0,186,false,5,0,0,
AREsp,703615,,581,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,513157,0,2662,false,12,0,0,
AREsp,644438,1,948,false,5,1,0,
REsp,1536717,1,902,false,2,8,0,
AREsp,722429,,640,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1474802,0,687,false,1,2,0,
REsp,1483006,0,1770,false,8,0,0,
REsp,1519821,1,331,false,3,9,0,
AREsp,710617,1,1175,false,12,2,0,
REsp,1460955,0,2693,false,1,0,0,Substituição da pena privativa de liberd
REsp,1506289,1,1817,false,0,0,0,Processo sob segredo de justiça (condena
AREsp,518045,0,573,false,5,0,0,
REsp,1484608,,936,false,0,0,0,Agravo de execução
AREsp,762682,0,314,false,6,3,0,
AREsp,648957,0,594,false,1,1,0,Substituição da pena privativa de liberd
REsp,1536389,0,2019,false,0,0,0,Pena não informada
REsp,1530178,0,2245,false,5,0,0,
AREsp,557431,0,2632,false,2,6,0,
AI,789947,0,1795,false,0,0,,Processo sob segredo de justiça
ARE,659108,1,313,false,0,7,0,
ARE,683732,0,1574,false,0,1,6,Substituição da pena privativa de liberdade 
ARE,684714,0,2104,false,0,12,3,
AI,810373,0,23,false,0,0,1,Sentença de 30 dias de detenção
AI,857879,,660,false,0,0,,
ARE,656303,0,1771,false,0,12,0,Processo sob segredo de justiça
ARE,644976,,1562,false,0,0,,Acordão não encontrado
AI,841998,0,417,false,0,3,0,
AREsp,719234,0,1346,false,5,0,,Regime Fechado
REsp,1514101,0,307,false,5,0,,
AREsp,757263,0,1228,false,16,0,,
REsp,1543667,0,187,false,1,8,,Regime Fechado
REsp,1514497,0,295,false,5,6,,Regime Fechado
AREsp,622653,0,601,false,0,0,,recurso em sentido estrito
AREsp,650583,0,2157,false,2,6,,
REsp,1569027,0,47,false,2,0,,
AREsp,552902,1,1729,false,5,10,,Regime Fechado
AREsp,553875,1,2416,false,7,6,,Regime Fechado
REsp,1496978,1,354,false,3,0,,Regime Fechado
REsp,1535169,,131,false,17,11,,
AREsp,527398,0,448,false,3,4,,
AREsp,617275,,298,false,0,0,,recurso em sentido estrito - pronúncia
REsp,1463594,,1128,false,0,0,,processo não encontrado
REsp,1517275,0,939,false,0,0,,
AREsp,606746,0,2300,false,4,2,,
REsp,1477120,0,1076,false,2,10,,
AREsp,580405,0,1876,false,1,4,,
REsp,1511404,0,1844,false,3,9,,
REsp,1538656,0,2541,false,1,0,,
AREsp,498426,1,919,false,6,0,,
REsp,1501854,,2433,false,0,0,,Agravo em execução penal
REsp,1509564,,177,false,11,10,,
REsp,1435662,0,2455,false,0,0,,recurso em sentido estrito - divergência de competência
REsp,1484927,0,120,true,0,0,,
REsp,1502703,0,2311,false,1,6,,
AREsp,648916,0,952,false,5,4,,
AREsp,785662,0,2653,false,2,0,,
AREsp,771376,0,731,false,3,2,,
AREsp,499337,,31,false,0,0,,processo não encontrado
AREsp,603118,,585,false,0,0,,
AREsp,603118,,1117,false,0,0,,
AREsp,603118,,768,false,0,0,,
AREsp,603118,,434,false,0,0,,
AREsp,603118,,768,false,0,0,,
AREsp,603118,,434,false,0,0,,
AREsp,603118,,2631,true,0,0,,
AREsp,619008,,1786,false,0,0,,não é possível verificar as decisões
REsp,1540041,,2225,false,0,0,,não é possível verificar as decisões
AREsp,546485,,2631,true,0,0,,
AREsp,546485,,551,false,0,0,,
AREsp,546485,,428,false,0,0,,
REsp,1485005,0,798,false,5,0,,Regime Fechado
AREsp,625149,0,841,false,7,8,,
AREsp,683115,0,1452,false,2,0,,
REsp,1521252,0,1436,false,5,4,,
REsp,1509589,0,2222,false,3,2,,
REsp,1511346,0,1727,false,12,6,,
REsp,1530877,,1403,false,0,0,,Agravo em Execução penal
AREsp,540305,,1308,false,0,0,,não temp processo. Processo baixado.
AREsp,491514,,1818,false,0,0,,Recurso em sentido estrito - concessão de sursis
AREsp,482149,,2631,true,0,0,,
AREsp,482149,,178,false,0,0,,
AREsp,476293,,103,false,0,0,,não possui a apelação disponível
AREsp,763414,,2631,true,0,0,,
AREsp,763414,,1132,false,0,0,,
AREsp,512290,,2314,false,0,0,,
AREsp,512290,,145,false,0,0,,
AREsp,512290,,520,false,0,0,,
AREsp,512290,,270,false,0,0,,
AREsp,512290,,629,false,0,0,,
AREsp,605569,0,765,false,0,0,,recurso em sentido estrito- desclassificação
REsp,1544948,0,1855,false,1,0,,
AREsp,585379,0,94,false,2,0,,
AREsp,575799,0,2526,false,1,8,,
AREsp,699508,0,1661,false,14,0,,
AREsp,727318,0,2651,false,3,10,,Regime Fechado
REsp,1454174,0,1974,false,0,0,,15 dias de condenação
REsp,1541137,,1138,false,0,0,,agravo em execução penal
REsp,1474817,,1313,false,0,0,,agravo em execução penal
AREsp,498771,,1779,false,0,0,,recurso em sentido estrito
REsp,1539893,,1655,false,0,0,,agravo em execução penal
AREsp,688723,,1741,false,0,0,,segredo de justiça
ARE,663604,,1691,false,0,0,,processo diverso
ARE,679810,0,2713,false,8,0,,regime semi aberto
ARE,676360,,1097,false,0,0,,não é possível ver decisões
ARE,721891,,422,false,0,0,,não é possível ver decisões
AI,837150,,2089,false,0,0,,
ARE,696337,0,56,false,3,0,,
RE,700394,1,1444,false,0,0,,
RE,700394,1,2230,false,0,0,,
AI,856440,0,785,false,2,8,,
AI,854539,,2197,false,0,0,,segredo de justiça
ARE,720595,,2643,false,0,0,,processo não encontrado - o número do processo é outro
AREsp,532280,0,255,false,6,0,,regime inicial fechado
AREsp,580256,1,2249,false,0,0,,HC denegado. Sentença não encontrada
REsp,1549488,1,1495,false,0,0,,HC denegado.
AREsp,575214,,881,false,0,0,,processo não encontrado
AREsp,760450,1,2249,false,0,0,,réu já preso. Recurso sobre execução da pena.
AREsp,563678,0,2285,false,2,0,,penas restritivas de direitos
AREsp,780385,0,2661,false,4,8,,regime semiaberto
AREsp,749825,0,2156,false,8,9,,
AREsp,473738,0,1285,false,8,0,,
AREsp,700964,0,961,false,10,10,,regime inicial fechado
AREsp,472482,0,1492,false,6,0,,
AREsp,576156,,498,false,0,0,,agravo de execução
AREsp,590953,,498,false,0,0,,processo não está em tramitação
AREsp,784279,0,853,false,3,0,,penas restritivas de direitos
REsp,1524516,,86,false,0,0,,recurso em sentido estrito
AREsp,583598,0,1155,false,11,0,,
AREsp,788931,0,2181,false,4,10,,regime semiaberto
REsp,1440455,0,1694,false,1,8,,penas restritivas de direitos
AREsp,766164,0,1859,false,0,0,,sentença de pronúncia
REsp,1471828,0,1859,false,2,4,,
AREsp,760664,0,1780,false,1,8,,
AREsp,787894,,2515,false,0,0,,
AREsp,601715,,2138,false,0,0,,processo transitou em julgado
AREsp,651005,,691,false,0,0,,
AREsp,556946,,1322,false,0,0,,
AREsp,556946,,52,false,0,0,,
AREsp,700571,0,2631,true,5,8,,
AREsp,600582,0,428,false,1,0,,penas restritivas de direitos
AREsp,573235,0,135,false,5,6,,
REsp,1572631,0,2615,false,2,5,,
AREsp,659316,0,2455,false,0,0,,sentença não encontrada
REsp,1475222,0,1858,false,1,6,,penas restritivas de direitos
REsp,1530870,0,2455,false,0,0,,penas restritivas de direitos
REsp,1528454,,2455,false,0,0,,agravo de execução
REsp,1560094,0,2455,false,0,0,,réu absolvido na 2a instância
AREsp,642842,1,2455,false,5,10,,
REsp,1476965,0,2455,false,1,10,,
REsp,1501750,0,2094,false,7,9,,
AREsp,625251,1,1524,false,6,0,,
REsp,1525160,0,2455,false,3,6,,
AREsp,582805,,428,false,0,0,,recurso em sentido estrito
REsp,1496101,0,663,false,5,5,,
AREsp,512481,1,2403,false,6,4,,Regime inicial fechado
AREsp,512481,1,109,false,14,0,,
AREsp,705584,0,1076,false,6,4,,
AREsp,685666,0,1076,false,0,5,,
AREsp,730339,0,84,false,4,8,,
AREsp,564322,0,1076,false,0,0,,Recurso ministerial para reformar decisão que negava provimento à denúncia. Foi aceito.
REsp,1499071,0,1076,false,0,0,,Recurso do MP contra absolvição
AREsp,787161,0,851,false,0,0,,Réu absolvido
AREsp,1508448,0,1002,false,3,6,,
REsp,818212,0,1645,false,3,0,,
AREsp,523174,0,874,false,0,0,,réu absolvido na segunda instância
AREsp,1488619,,319,false,0,0,,processo não encontrado
AREsp,1557592,1,1791,false,5,7,,regime inicial fechado
REsp,699745,,152,true,0,0,,segredo de justiça
AREsp,492226,1,252,false,6,9,,
AREsp,457782,,1337,false,0,0,,extinta a punibilidade
AREsp,624795,1,2672,false,1,11,,regime fechado
AREsp,553116,1,2586,false,5,0,,regime inicial fechado
AREsp,1508234,1,2427,false,5,6,,regime inicial fechado
REsp,781854,0,2441,false,2,8,,
AREsp,1458796,1,473,false,3,1,,regime inicial fechado
AREsp,507466,0,1734,false,6,0,,regime inicial semiaberto
REsp,1527843,1,338,false,1,0,,regime fechado
AREsp,633153,0,2447,false,5,0,,regime inicial fechado
AREsp,593892,1,338,false,5,6,,regime inicial fechado
AREsp,1509961,1,1368,false,3,6,,regime inicial fechado
AREsp,1509961,1,152,true,3,6,,regime inicial fechado
AREsp,1509961,1,2218,false,3,6,,regime inicial fechado
AREsp,1502311,0,900,false,4,1,,réu absolvido na segunda instância
AREsp,1502311,1,152,true,3,0,,
AREsp,1502311,0,2591,false,3,0,,
AREsp,729860,1,152,true,8,3,,regime inicial fechado
AREsp,686054,0,2687,false,1,6,,regime inicial semiaberto
REsp,1521554,0,2478,false,0,0,,Mandado de prisão ainda não expedido à época do agravo.
AREsp,1491627,0,2114,false,0,0,,réu absolvido na segunda instância
REsp,1523757,1,148,false,5,7,,regime fechado
AREsp,557421,,1438,false,0,0,,processo não encontrado
RE,650288,,782,true,0,0,,processo não encontrado
AI,856083,,738,false,0,0,,
AI,856083,,2089,false,0,0,,
RE,628167,0,76,false,0,0,,
ARE,651983,0,1108,false,0,6,,
AI,813957,,1969,false,0,0,,Decisão não encontrada
REsp,1561213,0,1138,false,0,1,,
AREsp,765121,0,1022,false,2,4,,
AREsp,529366,0,1138,false,4,7,,
AREsp,670199,0,2363,false,6,0,,Segredo de Justiça
AREsp,689948,0,1595,false,0,0,,Juri anulado / segredo de justiça
AREsp,627176,,1760,false,0,0,,Recurso em Sentido Estrito - debate de pronuncia
AREsp,491778,,1193,false,0,0,,Processo não encontrado
REsp,1542541,0,340,false,0,0,,Absolvido.
AREsp,486669,,2567,false,0,0,,Recurso em sentido estrito - pronuncia
REsp,1482913,,1859,false,0,0,,Agravo em execução
REsp,1484252,,2107,false,0,0,,Agravo em execução
AREsp,764861,0,2120,false,10,0,,Sem data
AREsp,716278,,2226,false,0,0,,Agravo em execução
REsp,1490996,0,2251,false,1,0,,Sem data
REsp,1472847,0,1813,false,0,0,,Pena não informada
AREsp,460958,,2380,true,0,0,,"""Este processo é baixado de natureza criminal.
Pesquisa não permitida"""
REsp,1498828,,1569,false,0,0,,Recurso em sentido estrito - pronuncia
REsp,1482300,0,2663,true,0,9,,
REsp,1526981,0,48,false,5,4,,
AREsp,613602,0,338,false,1,8,,
AREsp,555073,0,2301,false,5,4,,
AREsp,462784,1,338,false,5,6,,
REsp,1529719,1,2002,false,5,0,,
AREsp,784019,0,2570,false,1,2,,
AREsp,701202,1,1695,false,0,0,,Segredo de Justiça
AREsp,648385,0,1996,false,0,0,,Prescrição
REsp,1472332,0,1417,false,2,6,,
AREsp,458340,0,749,false,2,6,,
AREsp,726403,0,338,false,2,11,,
AREsp,693809,1,398,false,6,0,,
AREsp,762760,0,1235,false,5,10,,
AREsp,682138,0,338,false,4,8,,
AREsp,468332,1,338,false,3,10,,Regime fehcado
AREsp,464603,0,2081,false,1,4,,
AREsp,685006,0,1662,false,4,0,,Decisão não disponível
AREsp,718936,0,2469,false,8,4,,
AREsp,823672,0,2407,false,6,9,,
AREsp,811841,,1894,false,0,0,,Segredo de Justiça
AREsp,511057,,2036,false,0,0,,"AP originária, denúncia rejeitada."
AREsp,557519,,118,false,0,0,,Processo não encontrado
AREsp,732250,0,838,false,1,0,,
AREsp,762443,0,648,false,5,4,,Regime fechado
AREsp,665219,0,2507,false,7,6,,
REsp,1512767,,2455,false,0,0,,Agravo em execução
AREsp,467926,,188,false,0,0,,Segredo de Justiça
AREsp,746620,0,1388,false,6,8,,Regime fechado
AREsp,746620,0,2111,false,5,10,,Regime fechado
REsp,1428297,1,2455,false,4,8,,
AREsp,531236,,1536,false,0,0,,Direito Civil
AREsp,791436,0,2455,false,7,9,,Regime fechado
AREsp,495190,0,2020,false,4,0,,
REsp,1491963,0,2578,false,5,8,,
REsp,1427924,0,1076,false,0,0,,Absolvido
AREsp,596648,0,1076,false,0,10,,
AREsp,652572,0,2212,false,0,6,,
AREsp,786731,0,6,false,3,6,,
AREsp,654623,0,1470,false,3,0,,
AREsp,532998,,428,false,0,0,,
REsp,1550235,1,428,false,4,10,,Regime Fechado
AREsp,466008,0,812,false,5,10,,
REsp,1438000,1,428,false,4,8,,
AREsp,577270,0,114,false,2,4,,
AREsp,554332,0,428,false,1,4,,
AI,847528,,1161,false,0,0,,Não há materia de pena
RE,608058,,19,true,0,0,,Trancamento ação penal
AI,799331,,2345,false,0,0,,Sem info
AI,838375,1,2070,false,2,6,,Foragido
AI,802535,,686,false,0,0,,"Não encontrado, sem info STF"
AI,787029,0,1273,false,0,0,,Novo juri
AI,787029,0,682,false,0,0,,Novo juri
ARE,720575,,377,false,0,0,,Processo não encontrado
AREsp,654844,0,2560,false,12,0,,"Regime Fechado, claramente expressa a não declaração de prisão preventiva"
AREsp,547929,0,1541,false,2,3,,Substituiu por restritiva de direitos
REsp,1456754,1,2535,false,5,6,,Transitou em julgado
AREsp,677395,0,2258,false,0,3,,Regime Aberto. Foi preso em flagrante
REsp,1470654,,1094,false,0,0,,Não diz a pena nem a situação carcerária
AREsp,660220,0,2600,false,4,2,,Semiaberto
AREsp,784293,0,1759,false,5,4,,"Achei na jurisprudencia. ""Os apelantes encontram-se soltos"""
REsp,1463381,0,1062,false,5,4,,"Achei em jurisprudencia. Já houve decisão do STJ. Transitou em julgaado. Substituição por restritiva de direitos. Voto confuso. Duas penas. Não fala se elas se somam ou não. Na dúvida, somei-as"
AREsp,484085,0,213,false,6,8,,Não diz a situação carcerária
AREsp,533115,0,2714,false,0,7,,Regime Semiaberto
REsp,1442395,,2160,false,0,0,,Não há processo
AREsp,461323,,1079,false,0,0,,Matéria Civil
REsp,1454300,0,2116,false,4,2,,Regime Semiaberto
REsp,1459401,0,408,false,5,5,,Regime fechado
AREsp,470786,,565,false,0,0,,Agravo em Execução
REsp,1484744,0,301,false,9,0,,
REsp,1557491,0,1675,false,0,0,,"Não menciona pena, só que está em semiaberto"
AREsp,484849,1,1457,false,9,4,,
REsp,1500957,1,105,false,1,8,,Fechado
REsp,1558292,,965,false,0,0,,Segredo de justiça
AREsp,784201,0,2701,false,6,6,,"Fechado. Contém a expressão: ""Após o trânsito em julgado, expeça-se mandado de prisão."""
REsp,1519660,,1262,false,0,0,,Não diz a pena nem a situação carcerária
REsp,1567064,0,2146,false,1,9,,Aberto. Foi preso
AREsp,606675,0,2063,false,1,8,,Fechado. Não dia a situação carcerária
AREsp,602453,0,1688,false,1,0,,Substuição da pena
AREsp,491791,,998,false,0,0,,Não achei o processo
REsp,1560511,0,2597,false,5,0,,Revisão Criminal
AREsp,711009,1,35,false,2,0,,"Medida de segurança na modalidade de internação. Até o acordão, esteva em tratamento ambulatorial."
REsp,1489813,,355,false,0,0,,Segredo de justiça
